workers,time_s_median,time_s_min,time_s_max,speedup,p_est
1,31.278033740993124,31.278033740993124,31.278033740993124,1.0,
2,17.36193691403605,17.36193691403605,17.36193691403605,1.8015290515027025,0.8898319467389395
