workers,time_s_median,time_s_min,time_s_max,speedup,p_est
1,31.250732957967557,31.250732957967557,31.250732957967557,1.0,
2,16.382254830969032,16.382254830969032,16.382254830969032,1.907596559839317,0.951560281609825
